Index,Target,Type,Alcohol,Density,Nitrogen,pH,Sugar,A,B,C,D,Di,E,H,S,U,V,Cost
1116,5,white_wine,8.50,1.02,2.05,3.42,2.02,23.90,1.45,5.25,35.20,42.21,1.60,1.67,4.67,4.75,0.11,4.398
1117,4,white_wine,7.75,1.02,13.04,3.40,19.35,22.30,2.64,3.60,34.10,45.18,1.76,4.03,3.21,8.40,0.23,11.0645
1118,3,red_wine,8.25,1.02,8.95,3.58,2.21,25.30,7.46,0.45,14.30,27.07,1.93,4.77,3.50,2.55,0.12,4.4105
1119,4,white_wine,8.00,1.01,2.72,3.25,1.54,23.90,3.04,4.80,20.90,22.61,0.99,0.93,4.67,8.00,0.15,4.0045
1120,4,white_wine,7.70,1.02,5.92,3.31,2.68,24.50,2.51,4.05,31.90,53.78,1.80,2.42,4.23,7.15,0.02,4.3655
1121,3,red_wine,8.60,1.02,6.08,3.47,3.25,33.10,4.36,7.80,30.80,32.28,1.50,4.40,9.64,2.45,0.30,4.932499999999999
1122,4,white_wine,9.20,1.01,1.28,3.17,1.44,22.50,2.90,3.15,33.00,49.61,0.53,1.43,2.92,5.25,0.02,4.3725
1123,3,white_wine,7.55,1.02,0.84,3.40,8.09,23.70,2.51,3.30,59.40,72.25,1.21,1.55,4.38,9.85,0.10,6.490499999999999
1124,5,white_wine,8.85,1.02,17.12,3.24,10.28,24.30,2.51,4.05,27.50,29.59,1.58,1.98,4.38,5.40,0.16,7.797499999999999
1125,3,white_wine,7.85,1.02,5.31,3.32,1.73,23.70,2.24,2.70,13.20,24.20,1.74,2.91,2.92,6.55,0.18,4.039499999999999
1126,4,red_wine,7.95,1.02,7.09,3.65,2.68,24.90,7.26,1.05,11.00,21.72,1.35,5.02,7.88,1.55,0.43,4.504
1127,3,white_wine,8.55,1.01,2.58,3.25,2.30,25.90,1.72,5.85,22.00,38.97,0.71,2.98,4.38,6.60,0.15,4.5009999999999994
1128,3,white_wine,7.90,1.02,2.69,3.34,8.00,23.50,2.38,7.65,53.90,61.11,1.62,3.29,4.09,9.40,0.20,6.568
1129,4,white_wine,8.35,1.02,12.79,3.18,9.76,23.70,1.45,6.00,44.00,53.78,1.16,2.85,4.96,4.85,0.25,7.4055
1130,5,red_wine,8.80,1.02,7.76,3.40,1.73,29.70,3.43,5.85,2.20,20.44,1.93,3.53,4.82,0.05,0.15,4.384
1131,4,white_wine,8.20,1.02,2.18,3.33,6.58,23.50,1.58,3.60,29.70,33.98,1.54,2.17,1.61,4.70,0.12,6.1034999999999995
1132,3,red_wine,7.85,1.02,3.55,3.64,1.82,23.70,7.00,0.60,4.40,31.51,0.76,2.98,5.55,0.20,0.11,4.123499999999999
1133,4,white_wine,7.60,1.02,8.03,3.17,18.40,24.50,2.24,5.85,45.10,53.49,1.19,1.80,3.65,7.45,0.08,10.597499999999998
1134,4,white_wine,8.15,1.02,7.72,3.48,1.82,27.50,4.88,6.00,17.60,22.73,1.74,3.60,5.11,4.70,0.12,4.2044999999999995
1135,5,white_wine,9.20,1.02,2.84,3.39,7.71,26.10,4.22,4.95,28.60,47.09,1.67,1.55,2.77,4.60,0.22,6.9145
1136,3,white_wine,8.95,1.02,5.06,3.37,5.25,,1.32,6.30,6.60,18.28,1.41,1.67,4.38,3.55,0.20,5.84
1137,4,white_wine,8.45,1.02,8.10,3.70,6.19,22.10,3.43,4.35,30.80,47.28,1.24,2.29,5.11,6.40,0.13,6.0905000000000005
1138,4,red_wine,8.40,1.02,2.20,3.64,3.06,23.50,4.36,6.45,23.10,36.65,1.95,4.15,13.72,2.40,0.05,4.812
1139,2,white_wine,8.45,1.02,1.89,3.45,5.34,24.70,5.41,4.80,18.70,35.53,1.63,2.11,3.36,4.90,0.07,5.712999999999999
1140,3,white_wine,7.75,1.02,0.05,3.20,11.61,25.50,3.17,9.15,71.50,77.57,0.87,1.98,4.67,9.10,0.20,7.9384999999999994
1141,4,red_wine,8.45,1.02,20.34,3.65,2.87,26.10,5.54,5.85,12.10,30.59,1.04,4.53,5.84,2.00,0.41,4.754999999999999
1142,2,red_wine,8.80,1.02,4.44,3.73,2.40,,13.33,0.90,12.10,25.84,1.21,3.22,3.07,1.25,0.33,4.701499999999999
1143,3,white_wine,7.80,1.02,3.50,3.39,9.90,23.10,2.51,6.00,80.30,88.79,1.66,1.86,4.09,11.05,0.15,7.3004999999999995
1144,4,white_wine,8.10,1.02,1.07,3.36,13.32,25.70,1.32,6.90,40.70,47.03,1.76,2.67,4.09,5.60,0.13,8.769
1145,3,white_wine,7.85,1.02,7.72,3.38,1.63,27.90,3.43,4.80,12.10,21.92,0.84,1.98,3.94,9.10,0.14,4.0085
1146,3,red_wine,7.85,1.02,8.33,3.42,2.87,28.50,5.94,3.60,29.70,43.62,1.69,4.28,5.11,6.65,0.10,4.5104999999999995
1147,4,white_wine,7.60,1.02,3.30,3.37,16.41,25.70,2.90,4.35,24.20,40.29,1.10,2.79,2.34,6.45,0.11,9.8315
1148,1,white_wine,7.65,1.02,5.05,3.07,10.47,25.90,7.39,6.90,35.20,48.73,0.70,14.57,7.59,11.05,0.14,7.428000000000001
1149,3,white_wine,8.95,1.01,3.65,3.48,1.73,23.70,2.64,5.85,15.40,22.01,1.94,1.67,7.30,5.45,0.05,4.4475
1150,3,red_wine,8.55,1.02,3.67,3.57,2.30,25.50,11.62,3.00,15.40,17.87,2.26,2.36,3.21,2.70,0.30,4.55
1151,3,red_wine,7.75,1.02,6.97,3.47,2.21,24.70,8.58,3.60,18.70,30.60,0.66,6.14,5.40,4.80,0.29,4.219
1152,5,red_wine,8.10,1.02,5.17,3.51,2.40,24.70,5.28,4.80,33.00,35.02,1.52,3.29,6.28,2.40,0.11,4.423499999999999
1153,3,red_wine,8.05,1.02,1.71,3.51,2.40,26.10,6.86,3.30,26.40,42.35,1.70,4.40,3.94,4.95,0.06,4.406
1154,3,white_wine,8.50,1.01,4.43,3.46,5.82,21.30,2.38,3.90,12.10,20.90,1.52,1.36,2.34,3.70,0.22,5.923
1155,5,white_wine,9.20,1.01,4.69,3.51,4.20,20.90,3.30,4.65,28.60,46.86,0.80,1.30,3.07,5.10,0.22,5.5275
1156,3,white_wine,9.15,1.01,2.02,3.16,3.72,24.30,2.64,5.25,37.40,48.73,1.21,1.18,1.61,4.25,0.26,5.2655
1157,4,white_wine,7.70,1.02,4.04,3.42,7.81,22.90,2.24,11.10,56.10,66.75,1.64,2.23,2.92,10.15,0.22,6.433999999999999
1158,4,white_wine,9.05,1.01,2.52,3.40,3.11,25.90,3.83,4.65,4.40,19.72,1.45,1.74,2.04,0.90,0.05,5.0225
1159,3,red_wine,7.75,1.02,6.10,3.42,2.11,25.50,8.05,7.35,20.90,31.02,0.77,6.57,7.15,5.30,0.15,4.1715
1160,5,white_wine,8.30,1.01,8.10,3.41,5.06,22.50,3.30,4.05,31.90,49.72,1.09,1.67,2.92,6.40,0.18,5.5415
1161,4,white_wine,7.55,1.02,3.51,3.29,11.23,23.30,2.71,7.35,61.60,79.43,1.84,1.61,4.67,6.55,0.12,7.7299999999999995
1162,3,white_wine,9.10,1.01,5.07,3.36,1.92,23.30,1.85,5.55,33.00,44.03,1.29,1.92,6.42,4.75,0.23,4.558
1163,4,white_wine,8.35,1.01,6.82,3.29,3.82,23.50,2.51,4.95,8.80,17.26,1.86,1.55,2.63,1.95,0.02,5.045
1164,2,red_wine,8.55,1.02,6.09,3.75,2.30,23.70,10.96,0.90,3.30,10.41,1.58,3.16,6.13,0.25,0.11,4.577
1165,6,white_wine,9.80,1.01,4.50,3.14,2.96,24.30,4.88,3.60,25.30,33.47,1.87,1.92,2.34,4.05,0.02,5.186
1166,4,white_wine,7.95,1.01,9.37,3.48,1.44,21.70,3.96,3.90,20.90,26.20,0.76,3.04,3.07,6.70,0.20,3.9815
1167,5,red_wine,9.10,1.02,5.79,3.51,3.53,27.50,3.30,5.70,9.90,20.97,0.75,3.35,7.45,0.65,0.21,5.225499999999999
1168,4,red_wine,8.85,1.02,2.44,3.65,2.30,24.10,6.07,1.35,9.90,17.98,1.74,4.46,5.40,0.50,0.31,4.667
1169,4,white_wine,8.80,1.01,2.02,3.52,1.44,21.50,1.72,3.75,27.50,45.14,1.79,1.61,4.38,3.75,0.12,4.285
1170,3,red_wine,8.55,1.02,2.72,3.39,3.06,29.30,5.54,5.40,27.50,42.40,1.43,6.63,6.72,2.45,0.34,4.827
1171,3,white_wine,7.45,1.02,1.90,3.51,17.79,23.70,2.11,4.65,42.90,48.07,1.55,2.29,2.77,6.80,0.06,10.352
1172,3,white_wine,8.10,1.02,6.93,3.53,7.53,22.90,3.04,5.85,61.60,66.14,1.27,1.92,3.07,10.35,0.12,6.4785
1173,4,red_wine,8.65,1.02,12.43,3.54,2.49,27.90,5.54,3.15,22.00,27.66,1.21,4.90,8.91,1.65,0.29,4.6565
1174,4,white_wine,8.35,1.02,3.68,3.55,1.92,24.90,2.77,4.35,57.20,68.62,0.89,2.23,6.72,8.70,0.05,4.324999999999999
1175,4,white_wine,8.20,1.02,3.97,3.66,2.11,23.50,2.38,4.50,26.40,40.95,1.08,2.11,5.69,5.75,0.17,4.364999999999999
1176,3,white_wine,7.85,1.02,13.94,3.05,2.49,26.70,1.72,6.15,25.30,39.68,1.48,2.54,3.36,5.10,0.08,4.303
1177,6,white_wine,9.25,1.02,5.28,3.34,8.95,26.10,3.43,7.35,41.80,48.46,1.17,1.49,2.34,8.70,0.11,7.4205
1178,4,white_wine,8.65,1.02,4.13,3.43,7.24,22.90,3.30,4.50,45.10,65.94,1.17,1.98,3.94,8.10,0.12,6.54
1179,4,white_wine,8.30,1.01,0.51,3.46,2.02,23.10,2.77,7.80,44.00,59.07,1.30,1.55,5.40,9.35,0.13,4.333
1180,4,white_wine,7.70,1.02,11.90,3.39,2.68,22.90,5.54,3.00,19.80,34.50,0.83,3.10,2.63,5.30,0.06,4.3774999999999995
1181,4,red_wine,8.75,1.02,9.92,3.67,2.30,24.90,6.60,0.00,6.60,7.55,1.33,3.41,5.26,0.25,0.03,4.635
1182,3,red_wine,8.20,1.02,20.71,3.68,2.68,24.70,6.60,4.50,15.40,29.62,1.79,4.03,5.40,2.45,0.09,4.596
1183,3,red_wine,8.00,1.02,2.43,3.36,2.49,26.90,6.86,1.50,14.30,31.35,1.35,4.71,6.42,5.25,0.38,4.402
1184,3,white_wine,7.65,1.02,5.36,3.20,8.57,22.90,2.24,6.15,61.60,78.00,0.97,2.05,3.21,8.35,0.03,6.6875
1185,3,red_wine,7.80,1.02,4.40,3.47,5.25,25.10,7.26,1.80,53.90,63.25,1.11,6.32,8.03,5.20,0.43,5.452500000000001
1186,4,white_wine,8.85,1.02,9.32,3.32,9.80,23.70,3.96,4.35,42.90,49.24,1.20,1.74,2.19,7.00,0.11,7.6175
1187,4,red_wine,8.60,1.02,6.62,3.53,4.96,24.10,6.60,4.20,12.10,19.73,1.35,4.71,7.01,3.15,0.38,5.6255
1188,3,white_wine,7.60,1.02,3.40,3.32,7.43,23.30,5.02,7.35,19.80,31.96,0.86,2.67,2.34,8.90,0.06,6.231999999999999
1189,3,red_wine,7.65,1.02,22.09,3.57,2.49,26.30,8.51,3.30,11.00,26.48,1.13,3.91,4.82,1.75,0.27,4.311
1190,3,red_wine,7.65,1.02,4.73,3.29,2.87,28.30,5.15,7.35,40.70,55.52,1.17,5.27,5.40,5.00,0.39,4.420999999999999
1191,3,red_wine,8.10,1.02,2.66,3.33,2.02,24.90,8.71,1.05,15.40,22.09,1.22,4.77,3.80,2.10,0.00,4.2444999999999995
1192,4,red_wine,8.80,1.02,8.80,3.53,1.73,23.90,4.75,0.00,34.10,48.89,1.70,3.78,5.26,1.60,0.10,4.4035
1193,4,red_wine,8.55,1.02,9.08,3.42,2.49,33.50,4.88,9.45,6.60,20.40,1.48,3.97,6.86,0.85,0.25,4.6035
1194,4,white_wine,7.65,1.01,3.33,3.25,1.25,23.70,1.58,8.85,40.70,52.49,1.60,8.56,2.34,6.30,0.13,3.7659999999999996
1195,5,red_wine,9.80,1.02,6.71,3.53,2.87,27.90,4.22,7.65,13.20,25.31,1.42,2.67,9.93,1.05,0.04,5.2095
1196,3,white_wine,7.60,1.02,5.77,3.55,4.77,21.10,0.79,4.05,23.10,39.77,1.09,1.24,3.21,4.90,0.26,5.202499999999999
1197,4,white_wine,8.75,1.02,5.13,3.35,12.75,25.70,4.62,7.35,39.60,52.33,1.31,1.49,1.90,7.60,0.13,8.767
1198,3,white_wine,7.85,1.02,10.35,3.57,12.09,23.50,2.11,4.95,33.00,43.87,1.27,2.29,2.63,6.95,0.03,8.221
1199,4,white_wine,8.85,1.01,3.59,3.24,7.62,24.50,2.77,6.00,60.50,66.38,1.81,0.93,1.46,8.55,0.10,6.7325
1200,4,white_wine,8.30,1.02,3.53,3.55,5.25,24.10,1.72,3.30,40.70,51.11,1.45,2.42,3.94,8.10,0.12,5.6395
1201,3,red_wine,7.85,1.02,2.72,3.44,2.11,26.70,8.38,2.25,9.90,12.23,0.87,4.96,8.03,2.30,0.15,4.209499999999999
1202,2,white_wine,8.25,1.02,5.87,3.29,1.63,26.70,2.51,6.75,7.70,20.84,1.37,2.42,5.69,3.30,0.19,4.135
1203,5,red_wine,9.25,1.02,6.02,4.01,2.30,20.90,4.49,4.05,24.20,34.61,1.31,5.15,6.13,2.45,0.27,4.861
1204,4,white_wine,9.35,1.01,7.55,3.25,5.25,22.50,1.45,5.70,23.10,38.02,1.76,0.62,2.04,3.80,0.09,5.960999999999999
1205,4,white_wine,9.00,1.01,5.72,3.47,1.16,22.10,1.72,5.70,23.10,35.75,1.61,0.68,1.46,4.60,0.20,4.2355
1206,3,red_wine,7.80,1.02,2.42,3.58,7.24,24.70,6.73,3.90,37.40,45.17,1.82,3.78,3.94,5.75,0.13,6.265000000000001
1207,4,white_wine,8.50,1.01,2.25,3.38,5.06,24.10,2.77,5.55,27.50,36.45,1.21,1.55,3.21,6.05,0.10,5.606999999999999
1208,3,white_wine,7.85,1.02,1.63,3.33,8.19,22.90,2.11,3.90,50.60,67.02,1.22,2.79,4.09,8.80,0.06,6.624999999999999
1209,3,red_wine,7.70,1.02,8.17,3.37,4.01,27.90,7.13,2.70,56.10,69.64,1.24,10.35,9.64,6.95,0.12,4.906499999999999
1210,4,red_wine,8.30,1.02,10.15,3.38,2.30,27.90,3.17,4.65,12.10,21.29,1.31,4.90,4.82,0.65,0.22,4.434
1211,4,red_wine,7.85,1.02,3.03,3.55,2.30,26.50,5.68,3.60,16.50,23.63,1.50,4.34,6.13,4.00,0.22,4.302
1212,4,white_wine,8.35,1.02,2.65,3.18,10.85,24.10,1.85,3.60,81.40,87.07,1.81,1.98,4.96,8.05,0.03,7.8415
1213,5,white_wine,9.15,1.01,3.77,3.54,2.40,24.50,2.38,4.50,53.90,67.80,1.76,1.49,3.07,7.60,0.22,4.7945
1214,3,white_wine,8.40,1.02,7.17,3.31,15.22,22.90,2.77,3.00,20.90,36.39,1.24,1.92,4.67,6.80,0.01,9.6265
1215,4,white_wine,8.35,1.02,6.72,3.33,8.09,24.90,1.72,4.50,13.20,20.48,1.74,2.36,1.90,5.40,0.04,6.76
1216,3,red_wine,8.45,1.02,6.81,3.49,2.30,28.70,3.17,8.55,28.60,48.09,0.60,4.03,8.32,2.95,0.16,4.502999999999999
1217,5,white_wine,8.55,1.01,1.81,3.37,1.92,24.50,1.72,5.55,24.20,29.47,1.43,2.48,3.80,4.40,0.15,4.367
1218,4,red_wine,9.05,1.02,5.83,3.66,2.30,25.30,2.90,6.30,5.50,14.73,1.49,2.67,8.76,0.90,0.34,4.7385
1219,4,white_wine,8.15,1.02,3.17,3.34,8.19,23.10,2.11,4.35,34.10,49.39,1.22,2.11,7.01,7.50,0.06,6.7315
1220,5,white_wine,8.65,1.01,1.22,3.63,1.63,22.30,0.33,4.65,59.40,72.91,1.37,1.74,2.77,6.95,0.22,4.325
1221,5,white_wine,8.90,1.01,1.96,3.50,6.38,22.70,3.83,4.20,48.40,61.65,1.19,1.55,3.50,7.30,0.10,6.292999999999999
1222,3,red_wine,8.15,1.02,4.88,3.65,2.58,24.70,3.17,3.45,37.40,49.79,1.82,3.53,5.84,3.20,0.28,4.534
1223,3,white_wine,7.80,1.02,4.56,3.42,7.91,21.50,2.77,2.40,51.70,54.43,1.17,2.17,2.04,9.55,0.19,6.509
1224,5,white_wine,8.70,1.01,5.12,3.35,1.54,22.90,0.92,6.60,72.60,86.53,1.04,2.11,7.45,7.20,0.23,4.2645
1225,3,white_wine,7.40,1.02,15.13,3.27,10.09,24.70,3.04,10.35,62.70,78.79,1.14,1.98,3.36,7.70,0.06,7.218500000000001
1226,3,red_wine,7.85,1.02,7.11,3.41,2.21,25.90,5.41,4.80,17.60,20.16,0.98,4.53,4.82,6.90,0.42,4.244999999999999
1227,4,red_wine,8.40,1.02,8.18,3.60,2.02,23.50,5.02,3.60,18.70,32.36,1.39,4.22,5.55,1.40,0.06,4.39
1228,4,white_wine,7.60,1.02,3.38,3.09,13.99,24.70,1.85,5.55,51.70,58.40,1.46,3.35,2.34,9.25,0.21,8.8215
1229,3,white_wine,7.55,1.02,4.11,3.43,4.87,22.90,7.13,1.80,35.20,51.82,1.02,3.16,3.80,9.50,0.13,5.207
1230,4,white_wine,8.30,1.02,7.57,3.39,12.84,25.30,1.45,5.55,56.10,64.96,0.95,1.49,8.32,7.25,0.11,8.6515
1231,3,white_wine,7.50,1.02,8.00,3.22,10.19,23.50,2.11,4.80,39.60,41.37,1.43,4.34,3.36,5.80,0.19,7.286
1232,4,white_wine,9.20,1.01,7.24,3.32,5.43,25.50,2.51,5.25,31.90,41.56,0.84,1.30,2.92,5.55,0.15,5.991
1233,4,white_wine,8.05,1.02,2.52,3.55,9.80,22.90,1.19,4.05,27.50,30.18,1.27,2.36,4.09,4.75,0.01,7.372
1234,5,white_wine,9.15,1.01,0.87,3.44,3.92,23.10,1.85,4.20,30.80,42.74,1.51,3.10,2.77,7.25,0.20,5.3875
1235,4,white_wine,8.20,1.02,8.48,3.55,10.56,22.30,3.17,4.95,28.60,43.15,1.25,1.67,4.38,4.60,0.07,7.7284999999999995
1236,4,white_wine,7.75,1.02,4.04,3.44,9.90,26.70,2.90,5.40,35.20,49.12,1.34,2.05,4.23,8.15,0.05,7.2905
1237,3,white_wine,9.30,1.01,7.33,3.21,4.29,27.30,5.35,4.35,19.80,28.21,1.92,1.05,2.34,4.75,0.03,5.5535
1238,3,white_wine,8.00,1.02,2.13,3.32,11.61,24.90,2.51,3.90,59.40,78.78,0.91,2.73,5.55,8.35,0.15,8.044
1239,4,white_wine,7.95,1.02,0.61,3.24,9.14,25.10,1.98,4.80,58.30,68.88,1.02,1.80,4.96,9.25,0.16,7.0265
1240,4,white_wine,8.65,1.01,5.09,3.39,1.82,24.50,1.98,5.85,27.50,38.63,1.11,2.73,3.65,5.00,0.07,4.364999999999999
1241,3,white_wine,8.10,1.02,6.55,3.74,2.11,24.50,0.92,5.85,22.00,30.43,1.04,2.11,3.65,7.65,0.22,4.342
1242,3,red_wine,8.80,1.02,5.35,3.35,3.06,35.50,6.86,7.35,4.40,8.96,1.39,4.09,5.11,0.65,0.28,4.9085
1243,4,white_wine,8.83,1.01,1.55,3.09,2.49,26.90,2.51,4.50,38.50,44.59,1.38,1.74,1.17,6.15,0.14,4.651
1244,5,white_wine,7.95,1.02,8.65,3.37,15.12,24.30,0.66,4.35,60.50,68.58,1.98,3.41,2.77,5.47,0.11,9.437999999999999
1245,5,red_wine,9.30,1.02,3.35,3.57,2.49,29.30,3.30,7.80,13.20,21.77,1.77,4.03,7.88,0.95,0.19,4.8885
1246,5,white_wine,9.20,1.01,1.37,3.17,2.40,23.50,3.43,6.00,36.30,49.45,2.19,1.49,3.80,5.25,0.11,4.756499999999999
1247,4,white_wine,7.95,1.02,4.79,3.62,5.43,23.70,0.92,4.50,42.90,58.24,1.88,2.54,2.48,6.05,0.10,5.5995
1248,4,white_wine,7.80,1.02,5.24,3.38,7.71,23.50,3.04,2.70,61.60,69.78,1.27,2.11,3.21,9.70,0.19,6.423
1249,4,white_wine,7.80,1.02,0.01,3.38,2.49,23.70,3.17,3.15,15.40,29.66,1.60,2.17,2.48,3.10,0.05,4.335
1250,4,red_wine,8.80,1.02,5.95,3.56,2.30,25.90,3.43,6.30,7.70,20.22,1.15,4.77,5.55,0.65,0.13,4.636
1251,2,white_wine,8.80,1.02,4.22,3.68,9.80,23.50,3.04,4.65,9.90,23.45,2.13,1.92,4.82,8.45,0.17,7.654
1252,4,white_wine,8.30,1.02,2.72,3.19,12.09,24.10,2.11,4.50,78.10,91.67,1.60,1.61,5.11,8.30,0.04,8.3215
1253,3,white_wine,7.85,1.01,4.14,3.37,1.25,22.70,4.36,2.40,26.40,31.54,1.73,1.43,2.92,4.60,0.09,3.8539999999999996
1254,4,red_wine,8.10,1.02,11.86,3.49,2.96,30.10,5.28,3.60,13.20,27.12,1.48,5.77,4.96,1.30,0.09,4.644499999999999
1255,4,white_wine,8.20,1.02,11.90,3.54,14.13,23.30,1.98,4.35,30.80,33.04,0.81,2.98,4.67,6.90,0.01,9.155000000000001
1256,5,white_wine,8.95,1.01,3.54,3.38,2.21,24.90,1.58,4.95,41.80,51.90,1.41,1.61,3.21,6.60,0.12,4.624499999999999
1257,3,white_wine,7.90,1.02,3.99,3.22,4.67,23.10,1.85,2.85,16.50,27.42,1.31,5.39,3.21,5.45,0.18,5.218
1258,3,white_wine,8.05,1.02,6.46,3.48,6.48,21.90,1.85,2.70,29.70,35.85,1.34,1.98,4.09,5.70,0.27,6.0335
1259,4,white_wine,8.20,1.02,2.41,3.53,5.53,23.90,0.46,5.25,38.50,51.44,1.41,2.42,2.92,5.10,0.07,5.7135
1260,5,white_wine,7.50,1.02,3.44,3.33,13.13,27.50,1.98,4.80,37.40,48.14,1.48,2.17,3.65,8.15,0.01,8.4785
1261,5,white_wine,8.20,1.01,4.07,3.71,2.02,23.10,1.32,4.65,31.90,42.68,0.78,2.17,4.09,6.05,0.10,4.3355
1262,4,white_wine,7.70,1.02,2.06,3.41,12.75,22.70,6.20,6.75,35.20,46.14,1.90,2.36,3.50,8.80,0.22,8.4085
1263,3,white_wine,7.45,1.02,5.31,3.35,1.63,22.10,2.38,2.25,55.00,68.74,1.35,3.16,4.23,7.40,0.12,3.864
1264,3,white_wine,7.60,1.02,20.48,3.45,12.56,23.30,4.49,1.95,27.50,34.85,1.37,2.17,3.65,7.60,0.02,8.3035
1265,2,white_wine,8.95,1.01,3.59,3.35,1.54,23.70,1.58,4.05,19.80,27.46,1.31,1.55,2.19,3.10,0.30,4.351999999999999
1266,4,white_wine,8.20,1.01,3.84,3.53,1.92,23.30,0.79,6.60,50.60,56.07,1.06,2.05,4.23,6.70,0.23,4.2684999999999995
1267,3,white_wine,7.90,1.02,6.36,3.37,6.48,23.50,3.04,6.30,26.40,35.21,1.32,2.98,3.36,7.10,0.13,5.964500000000001
1268,4,white_wine,9.40,1.01,4.89,3.55,8.95,23.50,2.11,4.80,20.90,32.91,1.19,0.87,1.90,5.15,0.00,7.5035
1269,4,red_wine,9.00,1.02,6.38,3.63,2.40,25.50,8.38,0.15,33.00,43.58,1.43,3.41,5.11,1.85,0.11,4.7565
1270,4,white_wine,7.55,1.02,16.94,3.47,11.71,23.30,4.09,5.85,55.00,73.73,1.74,2.98,4.23,10.75,0.17,7.949
1271,5,white_wine,8.45,1.02,5.76,3.55,9.24,23.90,1.85,4.80,23.10,36.95,1.51,1.92,4.67,5.20,0.11,7.288
1272,5,white_wine,9.55,1.01,1.22,3.27,2.58,24.70,1.85,4.65,48.40,61.96,1.17,0.56,1.75,3.70,0.05,4.966
1273,3,white_wine,8.20,1.02,2.73,3.29,9.61,27.70,3.43,4.95,49.50,62.99,1.77,1.67,2.63,8.30,0.13,7.3095
1274,5,red_wine,9.50,1.02,8.73,3.93,2.49,21.30,7.66,0.00,2.20,20.91,1.79,4.84,5.99,0.25,0.29,5.0125
1275,4,red_wine,8.45,1.02,4.76,3.57,4.20,25.90,6.14,0.90,28.60,45.89,1.42,4.84,6.57,2.75,0.02,5.2749999999999995
1276,5,white_wine,9.10,1.01,0.79,3.49,5.82,23.10,3.17,5.10,28.60,43.07,0.95,2.17,5.55,4.25,0.11,6.137499999999999
1277,5,white_wine,9.50,1.01,2.22,3.36,1.73,24.50,3.17,4.95,30.80,43.32,1.38,1.24,4.23,5.15,0.12,4.622
1278,3,white_wine,7.85,1.02,0.05,3.29,2.21,25.30,3.50,3.90,15.40,28.73,1.49,2.11,2.34,6.40,0.19,4.226999999999999
1279,3,white_wine,8.35,1.01,3.64,3.50,1.73,21.70,4.42,1.95,11.00,21.72,1.38,1.92,4.38,2.90,0.09,4.2405
1280,3,white_wine,8.05,1.02,5.56,3.33,8.76,23.70,4.36,4.50,29.70,35.21,1.00,2.23,5.40,6.25,0.20,6.923
1281,5,white_wine,8.85,1.01,1.92,3.13,5.48,23.30,1.72,4.35,46.20,52.43,0.66,1.24,3.07,5.00,0.25,5.859999999999999
1282,3,red_wine,8.00,1.02,3.39,3.50,3.15,27.70,5.15,7.35,17.60,29.92,2.00,4.71,5.55,5.20,0.23,4.686999999999999
1283,3,white_wine,8.35,1.02,3.26,3.31,6.58,23.90,1.32,5.70,20.90,38.04,1.00,1.86,2.92,5.20,0.02,6.1530000000000005
1284,3,white_wine,8.80,1.01,1.87,3.12,1.44,25.30,1.45,6.15,40.70,49.59,1.20,1.92,2.92,6.85,0.11,4.225
1285,5,white_wine,9.60,1.01,2.25,3.32,5.82,23.70,5.81,3.90,28.60,39.11,1.18,1.80,0.73,6.20,0.16,6.287
1286,3,white_wine,7.80,1.02,26.56,3.36,3.63,25.30,3.96,3.00,8.80,12.05,1.53,2.29,2.77,5.50,0.25,4.788
1287,5,white_wine,8.10,1.02,0.88,3.38,10.09,23.50,1.85,5.85,64.90,77.74,0.80,1.80,4.67,7.15,0.26,7.48
1288,3,red_wine,7.70,1.02,5.35,3.25,2.49,24.90,6.20,3.30,12.10,27.11,1.54,,5.99,3.30,0.26,4.2805
1289,4,white_wine,8.30,1.02,4.74,3.64,7.24,23.70,1.32,4.80,17.60,31.62,1.75,2.36,3.21,5.15,0.13,6.449
1290,3,red_wine,7.85,1.02,8.24,3.34,2.96,32.30,4.09,8.10,22.00,38.59,0.99,5.33,4.23,4.75,0.15,4.5344999999999995
1291,3,red_wine,8.55,1.02,4.90,3.63,4.82,24.50,8.51,0.75,3.30,9.23,1.01,4.77,2.48,0.25,0.29,5.567
1292,3,white_wine,7.80,1.02,2.51,3.41,1.54,21.50,2.31,9.75,17.60,33.79,1.68,4.34,2.92,6.55,0.09,3.9595
1293,4,white_wine,8.55,1.02,3.70,3.32,10.76,24.10,2.38,5.10,26.40,39.00,1.16,1.80,1.75,3.90,0.15,7.8965
1294,3,white_wine,7.65,1.02,10.15,3.41,7.81,23.30,2.38,6.90,51.70,58.15,1.51,2.36,4.67,9.00,0.08,6.414999999999999
1295,5,white_wine,9.50,1.01,2.70,3.38,3.53,22.70,2.77,4.35,34.10,43.00,1.45,1.74,2.04,6.70,0.08,5.345
1296,4,white_wine,9.00,1.01,4.34,3.48,3.06,22.70,1.19,6.30,48.40,53.59,1.32,1.18,3.07,5.05,0.02,4.997
1297,4,white_wine,7.70,1.02,0.03,3.76,12.18,23.50,0.33,4.80,36.30,49.78,1.46,2.60,3.36,5.00,0.06,8.233
1298,4,white_wine,8.85,1.01,5.47,3.59,6.86,20.30,3.56,3.90,38.50,51.92,1.12,1.55,2.63,5.70,0.07,6.481
1299,2,white_wine,7.60,1.02,10.39,3.46,12.65,22.30,2.64,3.75,36.30,53.08,1.42,2.79,3.07,9.15,0.20,8.341000000000001
